Employee Id,Department,Region,Education,Gender,Recruitment_Channel,No_Of_Trainings,Age,Age Group,Previous_Year_Rating,Length_Of_Service,Kpis_Met >80%,Awards_Won?,Avg_Training_Score,Training Score Group,Is_Promoted
57241,Operations,Region_34,Bachelor'S,M,Other,1,31,30-40,1,8,0,0,59,40-60,0
65961,Sales & Marketing,Region_4,Bachelor'S,M,Sourcing,1,29,20-30,3,3,0,0,46,40-60,0
74402,Procurement,Region_2,Master'S & Above,F,Sourcing,1,42,40-50,5,15,0,0,67,60-80,0
66001,Sales & Marketing,Region_2,Bachelor'S,M,Sourcing,1,25,20-30,5,6,1,0,48,40-60,0
34284,Operations,Region_31,Bachelor'S,M,Other,1,39,30-40,5,5,1,0,64,60-80,0
52460,Operations,Region_2,Bachelor'S,F,Sourcing,1,26,20-30,1,2,0,0,58,40-60,0
71840,Sales & Marketing,Region_13,Bachelor'S,F,Sourcing,1,35,30-40,5,8,0,0,52,40-60,0
22803,Sales & Marketing,Region_6,Bachelor'S,F,Other,1,27,20-30,4,6,0,0,52,40-60,0
23509,Procurement,Region_2,Bachelor'S,M,Sourcing,1,29,20-30,3,3,0,0,70,60-80,0
68194,Finance,Region_29,Bachelor'S,M,Other,2,36,30-40,3,11,0,0,62,60-80,0
66591,Technology,Region_6,Bachelor'S,F,Other,1,27,20-30,3,5,0,0,75,60-80,0
37293,Sales & Marketing,Region_2,Bachelor'S,M,Other,2,31,30-40,5,6,0,0,52,40-60,0
58487,Sales & Marketing,Region_22,Bachelor'S,F,Other,1,40,40-50,4,7,0,0,47,40-60,0
63814,Procurement,Region_2,Master'S & Above,M,Other,1,59,50-60,5,22,1,0,66,60-80,0
68869,Procurement,Region_29,Bachelor'S,M,Other,1,31,30-40,1,3,0,0,70,60-80,0
61579,Hr,Region_11,Bachelor'S,M,Sourcing,1,34,30-40,3,6,0,0,52,40-60,0
8326,Hr,Region_2,Bachelor'S,M,Sourcing,1,33,30-40,4,5,0,0,48,40-60,0
76107,Sales & Marketing,Region_22,Bachelor'S,M,Other,2,31,30-40,2,8,0,0,52,40-60,0
29734,Hr,Region_28,Bachelor'S,F,Other,1,27,20-30,3,3,1,0,48,40-60,0
52658,Analytics,Region_9,Bachelor'S,M,Sourcing,2,28,20-30,3,3,0,0,75,60-80,0
66768,Procurement,Region_13,Master'S & Above,F,Sourcing,1,30,30-40,3,5,0,0,74,60-80,0
42894,Finance,Region_2,Bachelor'S,F,Sourcing,1,47,40-50,3,17,0,0,61,60-80,0
44333,Operations,Region_13,Master'S & Above,F,Other,1,39,30-40,3,10,0,0,64,60-80,0
42930,Sales & Marketing,Region_15,Bachelor'S,M,Other,2,28,20-30,3,4,0,0,50,40-60,0
78189,Sales & Marketing,Region_31,Bachelor'S,M,Sourcing,1,32,30-40,3,2,0,0,45,40-60,0
73237,Analytics,Region_22,Bachelor'S,M,Sourcing,2,29,20-30,4,3,1,0,90,>80,0
66178,Sales & Marketing,Region_13,Master'S & Above,M,Sourcing,1,44,40-50,3,11,0,0,50,40-60,0
55076,Legal,Region_7,Bachelor'S,M,Other,1,34,30-40,3,5,1,0,59,40-60,0
69318,Operations,Region_22,Master'S & Above,F,Sourcing,2,42,40-50,4,3,0,0,55,40-60,0
49428,Operations,Region_27,Master'S & Above,M,Sourcing,1,45,40-50,3,16,1,0,59,40-60,0
51977,Procurement,Region_15,Bachelor'S,F,Other,2,31,30-40,1,1,0,0,76,60-80,0
52228,Analytics,Region_16,Bachelor'S,M,Sourcing,1,31,30-40,5,2,0,0,85,>80,0
66165,Procurement,Region_2,Bachelor'S,M,Other,1,57,50-60,1,4,1,0,65,60-80,0
16591,Operations,Region_29,Bachelor'S,M,Other,1,29,20-30,4,6,0,0,55,40-60,0
40260,Operations,Region_22,Bachelor'S,M,Other,1,22,20-30,3,2,0,0,57,40-60,0
29975,Operations,Region_17,Bachelor'S,F,Sourcing,1,29,20-30,4,7,0,0,60,40-60,0
26858,Technology,Region_22,Bachelor'S,M,Sourcing,1,35,30-40,3,8,0,0,77,60-80,0
48950,Technology,Region_7,Bachelor'S,F,Sourcing,1,27,20-30,3,2,0,0,75,60-80,0
77571,Technology,Region_2,Bachelor'S,F,Other,1,41,40-50,4,10,0,0,82,>80,0
26140,Sales & Marketing,Region_20,Master'S & Above,M,Sourcing,1,33,30-40,5,6,0,0,49,40-60,0
61513,Procurement,Region_2,Master'S & Above,F,Referred,1,33,30-40,3,6,1,0,68,60-80,0
9375,Sales & Marketing,Region_2,Master'S & Above,F,Other,1,35,30-40,3,3,0,0,48,40-60,0
52139,Technology,Region_9,Bachelor'S,M,Sourcing,1,30,30-40,1,3,1,0,86,>80,0
77274,Procurement,Region_7,Bachelor'S,M,Other,1,46,40-50,5,5,0,0,70,60-80,0
77723,Sales & Marketing,Region_28,Bachelor'S,M,Other,1,35,30-40,5,5,0,0,51,40-60,0
54152,Sales & Marketing,Region_31,Bachelor'S,F,Other,1,28,20-30,4,3,1,0,48,40-60,0
30667,Sales & Marketing,Region_26,Bachelor'S,M,Sourcing,1,33,30-40,1,2,0,0,49,40-60,0
77893,Operations,Region_27,Bachelor'S,M,Other,1,30,30-40,4,4,0,0,62,60-80,0
900,Analytics,Region_22,Bachelor'S,M,Sourcing,1,38,30-40,5,4,1,0,85,>80,0
38127,Procurement,Region_7,Master'S & Above,F,Other,1,33,30-40,3,5,1,0,73,60-80,1
14379,Procurement,Region_7,Master'S & Above,M,Other,2,37,30-40,5,6,0,0,69,60-80,0
15324,Operations,Region_13,Bachelor'S,F,Other,1,43,40-50,5,3,1,0,58,40-60,0
25111,Operations,Region_4,Bachelor'S,F,Other,1,29,20-30,3,6,0,0,65,60-80,0
64526,Operations,Region_9,Bachelor'S,M,Sourcing,1,26,20-30,3,4,0,0,64,60-80,0
68828,Procurement,Region_11,Bachelor'S,M,Sourcing,1,30,30-40,5,4,1,0,70,60-80,0
6553,Analytics,Region_31,Bachelor'S,M,Other,1,30,30-40,3,3,1,0,82,>80,0
20229,Sales & Marketing,Region_7,Bachelor'S,M,Other,2,31,30-40,3,5,1,0,46,40-60,0
20885,Analytics,Region_2,Master'S & Above,F,Sourcing,1,43,40-50,3,2,0,0,86,>80,0
4459,R&D,Region_31,Master'S & Above,M,Sourcing,1,36,30-40,5,2,1,0,84,>80,0
5048,Hr,Region_2,Bachelor'S,F,Sourcing,1,27,20-30,3,4,0,0,52,40-60,0
12835,Operations,Region_2,Master'S & Above,F,Other,1,50,50-60,1,21,0,0,62,60-80,0
30584,Procurement,Region_13,Bachelor'S,M,Other,1,41,40-50,3,11,0,0,65,60-80,0
34955,Procurement,Region_15,Bachelor'S,M,Other,1,33,30-40,4,10,1,0,69,60-80,0
64701,Sales & Marketing,Region_12,Bachelor'S,M,Sourcing,1,23,20-30,5,2,0,0,51,40-60,0
73859,Procurement,Region_22,Bachelor'S,F,Other,1,31,30-40,4,7,1,0,71,60-80,0
37857,Operations,Region_15,Bachelor'S,M,Referred,3,39,30-40,5,2,0,0,60,40-60,0
7214,Procurement,Region_19,Bachelor'S,M,Other,3,38,30-40,5,3,1,0,70,60-80,0
29749,Operations,Region_2,Master'S & Above,M,Sourcing,2,48,40-50,2,16,1,0,66,60-80,0
62771,Sales & Marketing,Region_13,Bachelor'S,M,Other,1,42,40-50,4,3,1,0,49,40-60,0
58210,Hr,Region_13,Master'S & Above,M,Other,2,36,30-40,3,7,1,0,51,40-60,0
27499,Operations,Region_22,Bachelor'S,M,Sourcing,1,37,30-40,2,8,0,0,60,40-60,0
69978,Operations,Region_22,Bachelor'S,M,Other,1,43,40-50,1,2,0,0,59,40-60,0
889,Analytics,Region_22,Bachelor'S,M,Other,2,33,30-40,3,8,0,0,87,>80,0
47261,Finance,Region_15,Bachelor'S,M,Other,1,39,30-40,4,3,0,0,60,40-60,0
11033,Legal,Region_2,Master'S & Above,M,Sourcing,1,47,40-50,3,5,0,0,63,60-80,0
33233,Sales & Marketing,Region_2,Bachelor'S,M,Other,1,57,50-60,2,16,0,0,47,40-60,0
37007,Operations,Region_22,Bachelor'S,F,Sourcing,1,28,20-30,5,1,0,0,60,40-60,0
23672,Operations,Region_27,Bachelor'S,M,Sourcing,1,32,30-40,5,3,0,0,59,40-60,0
14506,Procurement,Region_22,Master'S & Above,M,Other,1,39,30-40,1,13,0,0,71,60-80,0
68806,Procurement,Region_2,Bachelor'S,F,Other,1,38,30-40,4,10,1,0,72,60-80,0
31719,Analytics,Region_29,Bachelor'S,M,Sourcing,1,28,20-30,4,3,1,0,83,>80,0
70281,Sales & Marketing,Region_30,Bachelor'S,F,Other,1,35,30-40,1,5,0,0,48,40-60,0
75649,Operations,Region_22,Bachelor'S,M,Sourcing,3,26,20-30,3,2,0,0,60,40-60,0
66411,Procurement,Region_11,Master'S & Above,F,Other,1,39,30-40,5,3,1,0,72,60-80,1
64415,Technology,Region_15,Bachelor'S,M,Other,1,36,30-40,1,11,0,0,81,>80,0
31969,Operations,Region_2,Bachelor'S,F,Other,1,51,50-60,3,8,0,0,60,40-60,0
13959,Sales & Marketing,Region_14,Bachelor'S,M,Other,1,28,20-30,5,2,1,0,51,40-60,0
27392,Operations,Region_20,Master'S & Above,M,Other,1,38,30-40,3,8,0,0,61,60-80,0
33153,Sales & Marketing,Region_13,Bachelor'S,F,Other,1,38,30-40,3,3,1,0,47,40-60,0
76151,Analytics,Region_13,Bachelor'S,M,Other,1,46,40-50,5,5,0,0,85,>80,0
18199,Analytics,Region_22,Bachelor'S,M,Sourcing,1,30,30-40,5,8,1,0,84,>80,0
48705,Analytics,Region_23,Bachelor'S,M,Other,1,36,30-40,1,4,0,0,82,>80,0
20874,Operations,Region_2,Bachelor'S,F,Sourcing,3,38,30-40,4,3,1,0,57,40-60,0
23967,Procurement,Region_2,Bachelor'S,F,Sourcing,3,31,30-40,3,9,0,0,68,60-80,0
3620,Operations,Region_34,Bachelor'S,M,Sourcing,1,27,20-30,1,2,0,0,57,40-60,0
41509,Sales & Marketing,Region_7,Bachelor'S,M,Sourcing,1,31,30-40,5,4,0,0,53,40-60,0
18355,Sales & Marketing,Region_2,Bachelor'S,F,Other,2,34,30-40,1,10,0,0,54,40-60,0
49142,Sales & Marketing,Region_2,Bachelor'S,M,Sourcing,1,20,20-30,5,2,0,0,45,40-60,0
39277,Procurement,Region_7,Bachelor'S,F,Other,1,30,30-40,5,7,1,0,69,60-80,0
45809,Sales & Marketing,Region_2,Master'S & Above,F,Other,3,35,30-40,3,3,0,0,46,40-60,0
593,Finance,Region_25,Bachelor'S,M,Sourcing,2,31,30-40,3,6,0,0,62,60-80,0
57766,Sales & Marketing,Region_22,Master'S & Above,F,Sourcing,1,34,30-40,2,5,0,0,54,40-60,0
59499,Procurement,Region_11,Bachelor'S,M,Sourcing,1,32,30-40,4,7,1,0,71,60-80,0
7669,Sales & Marketing,Region_7,Master'S & Above,M,Other,1,42,40-50,4,19,1,0,60,40-60,1
74450,Analytics,Region_32,Bachelor'S,F,Sourcing,1,29,20-30,3,4,0,0,81,>80,0
39987,Sales & Marketing,Region_28,Bachelor'S,M,Other,1,34,30-40,3,5,0,0,64,60-80,1
37085,Operations,Region_11,Bachelor'S,M,Other,1,42,40-50,5,9,0,0,60,40-60,0
56435,Operations,Region_2,Bachelor'S,F,Sourcing,1,37,30-40,3,6,1,0,55,40-60,0
63483,Operations,Region_15,Bachelor'S,M,Sourcing,1,30,30-40,3,3,0,0,59,40-60,0
44562,R&D,Region_23,Master'S & Above,M,Other,1,42,40-50,5,7,1,0,90,>80,0
322,Sales & Marketing,Region_20,Bachelor'S,M,Other,1,34,30-40,3,8,0,0,46,40-60,0
22675,Technology,Region_2,Bachelor'S,M,Sourcing,1,40,40-50,3,6,0,0,82,>80,0
65512,Operations,Region_15,Bachelor'S,M,Other,2,33,30-40,3,7,0,0,64,60-80,0
30421,Procurement,Region_2,Bachelor'S,M,Other,1,43,40-50,1,17,0,0,74,60-80,0
25042,R&D,Region_2,Master'S & Above,M,Other,1,50,50-60,5,7,1,0,85,>80,0
32142,Sales & Marketing,Region_2,Master'S & Above,M,Sourcing,1,42,40-50,3,9,1,0,51,40-60,1
45358,Sales & Marketing,Region_30,Bachelor'S,M,Sourcing,1,36,30-40,1,2,0,0,48,40-60,0
35,Sales & Marketing,Region_2,Bachelor'S,M,Sourcing,2,42,40-50,4,13,0,0,52,40-60,0
52156,Sales & Marketing,Region_2,Bachelor'S,M,Sourcing,1,41,40-50,2,5,1,0,53,40-60,0
66371,Sales & Marketing,Region_13,Master'S & Above,M,Sourcing,1,33,30-40,5,10,1,0,54,40-60,1
30064,Analytics,Region_22,Bachelor'S,F,Sourcing,3,28,20-30,2,4,0,0,82,>80,0
39707,Sales & Marketing,Region_2,Bachelor'S,M,Other,1,52,50-60,1,3,0,0,48,40-60,0
20281,Procurement,Region_15,Master'S & Above,M,Other,1,43,40-50,5,11,1,0,70,60-80,0
53750,Operations,Region_15,Bachelor'S,M,Sourcing,1,44,40-50,4,6,1,0,59,40-60,0
16563,Operations,Region_2,Bachelor'S,F,Other,1,52,50-60,5,18,0,0,61,60-80,0
13699,Technology,Region_25,Master'S & Above,M,Sourcing,1,34,30-40,2,4,1,0,79,60-80,0
31584,Operations,Region_2,Master'S & Above,M,Sourcing,1,48,40-50,1,6,0,0,57,40-60,0
55742,Legal,Region_2,Bachelor'S,M,Other,1,43,40-50,2,9,0,0,56,40-60,0
57618,Sales & Marketing,Region_2,Master'S & Above,M,Sourcing,1,42,40-50,4,10,0,0,51,40-60,0
35715,Legal,Region_22,Master'S & Above,M,Sourcing,1,38,30-40,3,9,0,0,56,40-60,0
1747,Analytics,Region_29,Bachelor'S,M,Other,3,29,20-30,1,2,0,0,83,>80,0
67312,Finance,Region_22,Master'S & Above,M,Other,1,33,30-40,3,8,1,0,59,40-60,0
786,Sales & Marketing,Region_4,Bachelor'S,F,Sourcing,1,35,30-40,5,6,1,1,54,40-60,0
52089,Technology,Region_2,Bachelor'S,F,Other,1,34,30-40,4,7,1,0,84,>80,0
74061,Operations,Region_7,Bachelor'S,M,Sourcing,1,38,30-40,4,7,0,0,59,40-60,0
51968,Technology,Region_6,Bachelor'S,F,Other,1,29,20-30,3,4,1,0,78,60-80,0
74446,Hr,Region_26,Bachelor'S,F,Other,1,31,30-40,2,5,0,0,46,40-60,0
25080,Hr,Region_12,Bachelor'S,M,Sourcing,1,29,20-30,4,2,1,0,48,40-60,0
38392,Operations,Region_12,Bachelor'S,M,Sourcing,2,32,30-40,5,7,0,0,61,60-80,0
30706,Sales & Marketing,Region_33,Bachelor'S,M,Sourcing,1,37,30-40,4,6,1,0,49,40-60,0
45810,Operations,Region_25,Master'S & Above,F,Other,1,35,30-40,3,4,0,0,62,60-80,0
65186,Sales & Marketing,Region_2,Bachelor'S,M,Sourcing,1,41,40-50,3,13,0,0,54,40-60,0
56011,Finance,Region_2,Bachelor'S,F,Sourcing,1,28,20-30,5,4,1,0,61,60-80,0
64061,Analytics,Region_13,Master'S & Above,M,Sourcing,2,34,30-40,3,4,0,0,85,>80,0
1745,Sales & Marketing,Region_11,Bachelor'S,M,Other,2,42,40-50,1,4,0,0,44,40-60,0
39628,Hr,Region_22,Master'S & Above,F,Sourcing,1,29,20-30,3,2,0,0,45,40-60,0
50653,Finance,Region_13,Bachelor'S,F,Other,1,27,20-30,4,2,1,0,61,60-80,0
30153,Sales & Marketing,Region_7,Bachelor'S,F,Other,1,39,30-40,3,6,0,0,47,40-60,0
36320,Operations,Region_22,Bachelor'S,F,Other,1,34,30-40,3,6,0,0,62,60-80,0
60146,Finance,Region_22,Bachelor'S,M,Other,1,26,20-30,4,3,1,0,53,40-60,0
32658,Hr,Region_2,Master'S & Above,F,Sourcing,1,34,30-40,4,9,0,0,49,40-60,0
14915,Sales & Marketing,Region_29,Master'S & Above,F,Sourcing,1,40,40-50,3,7,0,0,50,40-60,0
15132,Sales & Marketing,Region_2,Bachelor'S,F,Other,1,38,30-40,3,9,0,0,51,40-60,0
54856,Sales & Marketing,Region_14,Master'S & Above,M,Other,1,38,30-40,3,7,0,0,46,40-60,0
11246,Sales & Marketing,Region_7,Bachelor'S,M,Sourcing,1,37,30-40,1,2,0,0,52,40-60,0
66173,Analytics,Region_22,Master'S & Above,M,Other,1,36,30-40,4,3,0,0,84,>80,0
30212,Analytics,Region_22,Bachelor'S,M,Sourcing,1,27,20-30,1,2,0,0,81,>80,0
56464,Technology,Region_2,Bachelor'S,F,Sourcing,1,34,30-40,4,7,1,0,77,60-80,0
65850,Sales & Marketing,Region_27,Bachelor'S,M,Other,1,26,20-30,3,4,0,0,46,40-60,0
5105,Sales & Marketing,Region_15,Bachelor'S,M,Sourcing,1,34,30-40,2,6,0,0,50,40-60,0
38210,Technology,Region_4,Bachelor'S,F,Sourcing,1,30,30-40,1,2,0,0,79,60-80,0
51798,Technology,Region_10,Master'S & Above,M,Other,1,37,30-40,1,9,0,0,78,60-80,0
23341,Legal,Region_2,Master'S & Above,F,Sourcing,1,38,30-40,1,10,0,0,60,40-60,0
77374,Technology,Region_31,Bachelor'S,F,Other,2,24,20-30,3,2,1,0,82,>80,0
75654,Technology,Region_5,Bachelor'S,M,Sourcing,1,36,30-40,2,9,0,0,82,>80,0
38375,Analytics,Region_22,Master'S & Above,F,Other,1,32,30-40,5,4,0,0,88,>80,0
1699,Procurement,Region_11,Master'S & Above,M,Other,1,35,30-40,3,4,0,0,75,60-80,0
29460,Operations,Region_2,Bachelor'S,F,Other,1,30,30-40,3,7,0,0,61,60-80,0
10960,Sales & Marketing,Region_8,Bachelor'S,F,Sourcing,1,31,30-40,3,3,1,0,48,40-60,0
54578,Technology,Region_2,Master'S & Above,M,Sourcing,1,35,30-40,1,3,0,0,81,>80,0
38942,Procurement,Region_17,Bachelor'S,M,Sourcing,2,26,20-30,3,2,0,0,68,60-80,0
55138,R&D,Region_22,Bachelor'S,F,Other,1,28,20-30,5,2,1,0,88,>80,0
18214,Finance,Region_7,Bachelor'S,F,Other,1,31,30-40,3,4,1,0,62,60-80,1
54732,Operations,Region_22,Bachelor'S,M,Sourcing,1,33,30-40,3,7,1,0,59,40-60,0
9765,Technology,Region_33,Bachelor'S,M,Sourcing,1,32,30-40,3,5,0,0,76,60-80,0
22110,Sales & Marketing,Region_1,Master'S & Above,F,Sourcing,2,33,30-40,4,7,0,0,47,40-60,0
50839,Finance,Region_28,Master'S & Above,M,Sourcing,1,39,30-40,5,3,1,0,55,40-60,0
21365,Operations,Region_2,Bachelor'S,F,Other,1,31,30-40,1,4,1,0,65,60-80,0
74714,Sales & Marketing,Region_2,Bachelor'S,M,Referred,1,41,40-50,5,12,1,0,48,40-60,1
32042,Finance,Region_15,Bachelor'S,F,Sourcing,1,26,20-30,3,3,0,0,58,40-60,0
6772,Operations,Region_21,Master'S & Above,F,Sourcing,1,34,30-40,3,9,0,0,64,60-80,0
35992,Procurement,Region_13,Bachelor'S,M,Sourcing,1,30,30-40,5,4,1,0,70,60-80,0
47582,Sales & Marketing,Region_7,Bachelor'S,M,Other,1,44,40-50,3,16,0,0,49,40-60,0
24498,Analytics,Region_1,Bachelor'S,M,Sourcing,1,30,30-40,3,4,0,0,90,>80,0
42428,Finance,Region_30,Bachelor'S,M,Other,1,26,20-30,3,3,0,0,58,40-60,0
22940,Sales & Marketing,Region_2,Bachelor'S,M,Sourcing,1,46,40-50,5,3,1,0,53,40-60,0
38729,Procurement,Region_25,Master'S & Above,M,Sourcing,1,36,30-40,4,7,1,0,72,60-80,0
44870,Technology,Region_15,Bachelor'S,F,Sourcing,1,39,30-40,3,7,1,0,75,60-80,0
44267,Operations,Region_21,Master'S & Above,M,Sourcing,1,45,40-50,3,12,0,0,62,60-80,0
58725,Analytics,Region_1,Bachelor'S,M,Other,2,31,30-40,5,6,0,0,84,>80,0
18884,Operations,Region_22,Master'S & Above,F,Sourcing,1,45,40-50,5,6,0,0,61,60-80,0
76493,Sales & Marketing,Region_7,Master'S & Above,M,Other,1,50,50-60,1,20,0,0,49,40-60,0
52965,Operations,Region_4,Bachelor'S,F,Other,2,36,30-40,4,2,1,0,57,40-60,0
3467,Sales & Marketing,Region_15,Bachelor'S,M,Other,1,31,30-40,4,6,0,0,49,40-60,0
9041,Sales & Marketing,Region_24,Bachelor'S,M,Sourcing,1,26,20-30,4,6,1,0,47,40-60,0
2086,Sales & Marketing,Region_3,Bachelor'S,M,Sourcing,1,30,30-40,4,3,0,0,56,40-60,0
9388,Operations,Region_2,Bachelor'S,M,Sourcing,1,30,30-40,5,2,1,0,59,40-60,1
24539,Analytics,Region_15,Bachelor'S,F,Sourcing,1,30,30-40,3,4,0,0,84,>80,0
40422,Analytics,Region_32,Bachelor'S,F,Other,1,26,20-30,3,2,0,0,86,>80,0
906,Operations,Region_6,Bachelor'S,F,Other,2,31,30-40,4,5,0,0,61,60-80,0
55281,Procurement,Region_26,Bachelor'S,F,Sourcing,1,54,50-60,3,18,0,0,66,60-80,0
2132,Sales & Marketing,Region_23,Bachelor'S,M,Sourcing,2,31,30-40,5,8,1,0,51,40-60,1
76875,Procurement,Region_2,Master'S & Above,F,Other,3,46,40-50,3,15,0,0,64,60-80,0
70177,Procurement,Region_2,Below Secondary,F,Sourcing,1,24,20-30,3,2,1,0,71,60-80,0
524,Analytics,Region_26,Bachelor'S,M,Sourcing,2,32,30-40,3,8,0,0,88,>80,0
43973,Finance,Region_2,Bachelor'S,F,Sourcing,1,32,30-40,1,5,0,0,61,60-80,0
57437,Operations,Region_15,Bachelor'S,F,Sourcing,2,32,30-40,5,8,1,0,58,40-60,0
26500,Operations,Region_15,Master'S & Above,M,Other,1,37,30-40,1,2,0,0,66,60-80,0
10744,Operations,Region_2,Bachelor'S,M,Sourcing,1,35,30-40,4,9,1,0,56,40-60,0
64851,Operations,Region_27,Bachelor'S,M,Other,1,36,30-40,3,10,0,0,59,40-60,0
11008,Sales & Marketing,Region_31,Bachelor'S,M,Other,1,34,30-40,4,7,0,0,49,40-60,0
51577,Sales & Marketing,Region_34,Bachelor'S,M,Sourcing,1,30,30-40,3,5,0,0,54,40-60,0
37231,Operations,Region_22,Bachelor'S,M,Sourcing,1,32,30-40,3,4,1,0,58,40-60,0
50175,Procurement,Region_27,Master'S & Above,F,Sourcing,1,34,30-40,3,7,0,0,69,60-80,0
62835,Sales & Marketing,Region_3,Bachelor'S,M,Other,1,25,20-30,4,3,0,0,46,40-60,0
58482,Operations,Region_8,Bachelor'S,M,Sourcing,1,33,30-40,3,3,0,0,76,60-80,1
76371,Technology,Region_22,Master'S & Above,M,Sourcing,1,39,30-40,5,2,1,0,77,60-80,1
29935,Analytics,Region_3,Bachelor'S,M,Other,1,32,30-40,4,4,0,0,84,>80,0
13403,Technology,Region_2,Master'S & Above,F,Sourcing,1,58,50-60,5,19,1,0,78,60-80,0
59149,Legal,Region_7,Bachelor'S,F,Sourcing,1,30,30-40,3,3,0,0,62,60-80,0
42154,Procurement,Region_26,Bachelor'S,F,Sourcing,1,27,20-30,3,6,0,0,69,60-80,0
36657,Analytics,Region_26,Bachelor'S,M,Other,1,34,30-40,3,4,0,0,85,>80,0
62600,Technology,Region_12,Bachelor'S,F,Sourcing,2,28,20-30,2,1,0,0,79,60-80,0
11297,Procurement,Region_22,Master'S & Above,M,Sourcing,1,32,30-40,3,6,1,0,72,60-80,0
73532,Procurement,Region_17,Master'S & Above,F,Other,1,35,30-40,3,6,1,0,68,60-80,0
7442,Procurement,Region_13,Master'S & Above,F,Other,1,35,30-40,4,3,0,0,68,60-80,0
53814,Sales & Marketing,Region_16,Bachelor'S,M,Other,2,34,30-40,1,9,0,0,54,40-60,0
58919,Sales & Marketing,Region_2,Bachelor'S,F,Sourcing,1,32,30-40,1,7,0,0,47,40-60,0
41373,Operations,Region_2,Bachelor'S,F,Other,1,54,50-60,3,24,0,0,59,40-60,0
73786,Technology,Region_7,Below Secondary,M,Sourcing,1,25,20-30,5,2,1,0,77,60-80,0
47292,Operations,Region_2,Bachelor'S,M,Sourcing,1,42,40-50,2,12,0,0,92,>80,1
38753,Operations,Region_26,Bachelor'S,F,Sourcing,1,28,20-30,5,6,1,0,60,40-60,0
30582,Operations,Region_31,Bachelor'S,M,Other,1,34,30-40,5,9,0,0,69,60-80,1
55606,Sales & Marketing,Region_5,Bachelor'S,M,Sourcing,1,27,20-30,1,3,0,0,50,40-60,0
67473,Operations,Region_7,Bachelor'S,F,Other,1,33,30-40,4,6,1,0,65,60-80,0
46750,Operations,Region_10,Bachelor'S,M,Other,1,30,30-40,1,2,0,0,58,40-60,0
31823,Procurement,Region_17,Bachelor'S,F,Sourcing,1,30,30-40,2,7,0,0,65,60-80,0
27707,Operations,Region_19,Master'S & Above,M,Sourcing,1,40,40-50,3,10,0,0,60,40-60,0
5571,Finance,Region_22,Bachelor'S,F,Other,2,27,20-30,5,2,1,0,60,40-60,0
20603,Legal,Region_7,Bachelor'S,M,Sourcing,1,35,30-40,5,3,1,0,58,40-60,1
58687,Procurement,Region_11,Master'S & Above,M,Other,1,41,40-50,3,13,0,0,80,60-80,1
68627,Finance,Region_7,Master'S & Above,F,Other,1,36,30-40,3,4,0,0,61,60-80,0
42956,Technology,Region_2,Bachelor'S,F,Referred,1,38,30-40,3,4,0,0,78,60-80,0
60829,Operations,Region_32,Bachelor'S,M,Sourcing,1,32,30-40,1,7,0,0,62,60-80,0
29501,Technology,Region_7,Master'S & Above,F,Sourcing,1,38,30-40,5,8,1,0,83,>80,0
40125,Sales & Marketing,Region_2,Master'S & Above,F,Sourcing,1,36,30-40,1,4,0,0,49,40-60,0
73219,Technology,Region_2,Bachelor'S,F,Sourcing,1,26,20-30,2,3,0,0,78,60-80,0
15411,Analytics,Region_22,Bachelor'S,M,Sourcing,2,29,20-30,5,5,0,0,84,>80,1
70216,Legal,Region_22,Bachelor'S,M,Other,1,33,30-40,4,3,0,0,55,40-60,0
38820,Sales & Marketing,Region_4,Master'S & Above,M,Other,1,32,30-40,5,6,0,0,48,40-60,0
66585,Operations,Region_22,Master'S & Above,F,Other,1,35,30-40,3,7,1,0,57,40-60,0
76412,Sales & Marketing,Region_2,Master'S & Above,M,Sourcing,1,38,30-40,4,9,0,0,50,40-60,0
16599,Procurement,Region_2,Master'S & Above,F,Other,1,47,40-50,5,15,0,0,66,60-80,0
72964,Technology,Region_7,Bachelor'S,M,Other,1,31,30-40,1,6,1,0,79,60-80,1
31144,Operations,Region_7,Bachelor'S,M,Other,1,35,30-40,4,3,0,0,66,60-80,0
18679,Analytics,Region_11,Bachelor'S,M,Sourcing,1,35,30-40,2,9,0,0,80,60-80,0
164,Technology,Region_15,Bachelor'S,M,Sourcing,1,36,30-40,4,9,1,0,82,>80,0
47529,Sales & Marketing,Region_14,Bachelor'S,M,Sourcing,1,33,30-40,5,8,0,0,50,40-60,0
45497,Analytics,Region_25,Bachelor'S,M,Other,2,34,30-40,5,5,1,0,82,>80,0
13114,Procurement,Region_2,Master'S & Above,M,Sourcing,3,50,50-60,3,15,0,0,72,60-80,0
68630,Technology,Region_27,Master'S & Above,M,Sourcing,1,35,30-40,3,4,0,0,82,>80,0
51593,Sales & Marketing,Region_22,Master'S & Above,M,Other,1,40,40-50,3,11,1,0,56,40-60,0
15906,Operations,Region_15,Bachelor'S,M,Other,1,33,30-40,1,4,0,0,60,40-60,0
16047,Sales & Marketing,Region_11,Bachelor'S,M,Other,1,40,40-50,5,8,0,0,49,40-60,0
32609,Sales & Marketing,Region_27,Master'S & Above,F,Other,2,40,40-50,4,10,0,0,47,40-60,0
68558,Legal,Region_2,Bachelor'S,M,Other,1,51,50-60,3,3,1,0,65,60-80,0
42868,Sales & Marketing,Region_10,Master'S & Above,M,Sourcing,1,32,30-40,1,6,0,0,46,40-60,0
